,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lemmikkitarvike Rawpetfood Oy,04.03.2015,
1,Y-tunnus,2666777-8,,
2,Kotipaikka,Tampere,04.03.2015,
3,Yritysmuoto,Osakeyhtiö,04.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.03.2015,,
6,Lakkaamisajankohta,01.03.2021,01.03.2021,
7,Viimeisin rekisteröintiajankohta,01.03.2021,01.03.2021,
8,Yrityksen tiedot järjestelmässä alkaen,04.03.2015,,
9,Yrityksen tila,Lakannut,01.03.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
