,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tornion Sähkö-Service Oy,29.01.2015,
1,Y-tunnus,2664347-7,,
2,Kotipaikka,Tornio,29.01.2015,
3,Yritysmuoto,Osakeyhtiö,29.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.01.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.01.2015,,
8,Yrityksen tila,Rekisterissä,29.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,18.08.2021,
12,Postiosoite,Hehkosenmäki 5  95500  Tornio  Suomi,,
13,Käyntiosoite,Hehkosenmäki 5  95500  Tornio  Suomi,,
14,Puhelin,"0400-423747, 0400-423747",,
15,Sähköposti,joonas.rautio(a)gmail.com,,
