,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,T. W. Weymarn Oy,02.12.2015,
1,Y-tunnus,2727016-6,,
2,Kotipaikka,Helsinki,02.12.2015,
3,Yritysmuoto,Osakeyhtiö,02.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.12.2015,,
6,Viimeisin rekisteröintiajankohta,24.03.2023,24.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,02.12.2015,,
8,Yrityksen tila,Rekisterissä,02.12.2015,
9,Yrityksen tilanne,Selvitystilassa,08.02.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,26.11.2015,
13,Postiosoite,Kulosaarentie 17 A  00570  Helsinki  Suomi,,
14,Käyntiosoite,Kulosaarentie 17 A  00570  Helsinki  Suomi,,
15,Puhelin,+358 400 212 386,,
16,Sähköposti,tom.weymarn(a)pp.inet.fi,,
