,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rytärin Sorasäkit Oy,08.04.2015,
1,Y-tunnus,2680592-3,,
2,Kotipaikka,Inkoo,08.04.2015,
3,Yritysmuoto,Osakeyhtiö,08.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.04.2015,,
6,Viimeisin rekisteröintiajankohta,29.07.2022,29.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.04.2015,,
8,Yrityksen tila,Rekisterissä,08.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,09.03.2015,
12,Postiosoite,c/o Vuoriheimo  Wikbergintie 142  10120  Tähtelä  Suomi,,
13,Käyntiosoite,c/o Vuoriheimo  Wikbergintie 142  10120  Tähtelä  Suomi,,
14,Puhelin,0400-820956,,
15,Sähköposti,sirpa.vuoriheimo(a)gmail.com,,
