,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Imexco Oy,31.08.2015,
1,Y-tunnus,2702309-3,,
2,Kotipaikka,Helsinki,31.08.2015,
3,Yritysmuoto,Osakeyhtiö,31.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.08.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.08.2015,,
8,Yrityksen tila,Rekisterissä,31.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.07.2020,
11,Yhteystiedot,,06.02.2018,
12,Postiosoite,Kirjokiventie 2 D 37  00430  Helsinki  Suomi,,
13,Käyntiosoite,Kirjokiventie 2 D 37  00430  Helsinki  Suomi,,
14,Puhelin,+358 45 651 2070,,
15,Sähköposti,pavel.chat(a)gmail.com,,
16,Www,http://www.imexco.fi,,
