,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Opit ja Tilit Oy,25.09.2015,
1,Y-tunnus,2709260-3,,
2,Kotipaikka,Naantali,25.09.2015,
3,Yritysmuoto,Osakeyhtiö,25.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.09.2015,,
6,Viimeisin rekisteröintiajankohta,24.11.2022,24.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.09.2015,,
8,Yrityksen tila,Rekisterissä,25.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.11.2019,
11,Yhteystiedot,,06.09.2015,
12,Postiosoite,c/o Asta Manner  Kannonpääntie 45  21140  Rymättylä  Suomi,,
13,Käyntiosoite,c/o Asta Manner  Kannonpääntie 45  21140  Rymättylä  Suomi,,
14,Puhelin,"+358405590410, +358405590410",,
15,Sähköposti,mannerasta(a)gmail.com,,
