,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Salon UNIQ Ab Oy,21.01.2015,
1,Y-tunnus,2664218-3,,
2,Kotipaikka,Luoto,21.01.2015,
3,Yritysmuoto,Osakeyhtiö,21.01.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,21.01.2015,,
6,Viimeisin rekisteröintiajankohta,04.05.2022,04.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.01.2015,,
8,Yrityksen tila,Rekisterissä,21.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.02.2022,
11,Yhteystiedot,,05.05.2022,
12,Postiosoite,vikarholmsvägen 14  68580  Larsmo  Suomi,,
13,Käyntiosoite,solkullavägen 65  68600  Jakobstad  Suomi,,
14,Puhelin,0452722747,,
15,Sähköposti,amandaaxel.jk(a)gmail.com,,
