,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Prosme Oy,27.04.2015,
1,Y-tunnus,2687581-7,,
2,Kotipaikka,Helsinki,27.04.2015,
3,Yritysmuoto,Osakeyhtiö,27.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.04.2015,,
6,Viimeisin rekisteröintiajankohta,06.12.2022,06.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.04.2015,,
8,Yrityksen tila,Rekisterissä,27.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,11.09.2019,
12,Postiosoite,Pasilankatu 2  00240  Helsinki  Suomi,,
13,Käyntiosoite,Pasilankatu 2  00240  Helsinki  Suomi,,
14,Puhelin,0400708753,,
15,Sähköposti,isto.kiviniemi(a)gmail.com,,
16,Www,http://www.prosme.fi,,
