,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rääkkylän Mökkipalvelu Oy,25.06.2015,
1,Y-tunnus,2694698-8,,
2,Kotipaikka,Rääkkylä,25.06.2015,
3,Yritysmuoto,Osakeyhtiö,25.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.06.2015,,
6,Viimeisin rekisteröintiajankohta,12.08.2022,12.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.06.2015,,
8,Yrityksen tila,Rekisterissä,25.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.05.2020,
11,Yhteystiedot,,04.06.2015,
12,Postiosoite,Selkärannantie 126 C  82335  Rasivaara  Suomi,,
13,Käyntiosoite,Selkärannantie 126 C  82335  Rasivaara  Suomi,,
14,Puhelin,050 5907739,,
15,Sähköposti,veli.latti(a)luukku.com,,
