,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Riferire Oy,29.01.2015,
1,Y-tunnus,2666226-4,,
2,Kotipaikka,Kauniainen,29.01.2015,
3,Yritysmuoto,Osakeyhtiö,29.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.01.2015,,
6,Viimeisin rekisteröintiajankohta,29.04.2022,29.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.01.2015,,
8,Yrityksen tila,Rekisterissä,29.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,14.01.2015,
12,Postiosoite,Kylpyläntie 15 A 1  02700  Kauniainen  Suomi,,
13,Käyntiosoite,Kylpyläntie 15 A 1  02700  Kauniainen  Suomi,,
14,Puhelin,040 5002333,,
15,Sähköposti,o.oittinen(a)gmail.com,,
