,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hyvösten Kodit Oy,10.02.2015,
1,Y-tunnus,2672019-6,,
2,Kotipaikka,Hollola,10.02.2015,
3,Yritysmuoto,Osakeyhtiö,10.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.02.2015,,
6,Viimeisin rekisteröintiajankohta,01.06.2022,01.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.02.2015,,
8,Yrityksen tila,Rekisterissä,10.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.06.2020,
11,Yhteystiedot,,30.01.2015,
12,Postiosoite,Karjusaarenkatu 15 B  15240  Lahti  Suomi,,
13,Puhelin,0400294789,,
14,Sähköposti,antti.hyvonen(a)gmail.com,,
