,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Erno Laitinen Productions Oy,05.02.2015,
1,Y-tunnus,2672080-7,,
2,Kotipaikka,Helsinki,05.02.2015,
3,Yritysmuoto,Osakeyhtiö,05.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.02.2015,,
6,Viimeisin rekisteröintiajankohta,01.10.2022,01.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.02.2015,,
8,Yrityksen tila,Rekisterissä,05.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.07.2020,
11,Yhteystiedot,,01.02.2015,
12,Postiosoite,Metsänhoitajankatu 12 B 19  00790  Helsinki  Suomi,,
13,Käyntiosoite,Metsänhoitajankatu 12 B 19  00790  Helsinki  Suomi,,
14,Puhelin,0408669118,,
15,Sähköposti,erno.laitinen(a)inkfish.fi,,
