,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Wildgreenfinland Oy,22.02.2016,
1,Y-tunnus,2736473-6,,
2,Kotipaikka,Espoo,22.02.2016,
3,Yritysmuoto,Osakeyhtiö,22.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.02.2016,,
6,Viimeisin rekisteröintiajankohta,16.05.2023,16.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,22.02.2016,,
8,Yrityksen tila,Rekisterissä,22.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.02.2021,
11,Yhteystiedot,,17.08.2020,
12,Postiosoite,Makslahdentie 19 G 25  02140  Espoo  Suomi,,
13,Käyntiosoite,Makslahdentie 19 G 25  02140  Espoo  Suomi,,
14,Puhelin,"040 5249556, 040 5249556",,
15,Sähköposti,elisa.wilen(a)wildgreenfinland.com,,
16,Www,http://www.finnguru.fi,,
