,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Karhuseudun Monipalvelu Oy,06.10.2015,
1,Y-tunnus,2715786-8,,
2,Kotipaikka,Ulvila,06.10.2015,
3,Yritysmuoto,Osakeyhtiö,06.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.10.2015,,
6,Viimeisin rekisteröintiajankohta,19.07.2022,19.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.10.2015,,
8,Yrityksen tila,Rekisterissä,06.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.06.2020,
11,Yhteystiedot,,05.10.2015,
12,Postiosoite,Höyläämöntie 9  28400  Ulvila  Suomi,,
13,Käyntiosoite,Höyläämöntie 9  28400  Ulvila  Suomi,,
14,Puhelin,045-8890782,,
15,Sähköposti,jari.lahtinen112(a)hotmail.com,,
