,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Zanpec Oy,07.01.2016,
1,Y-tunnus,2734090-2,,
2,Kotipaikka,Kempele,07.01.2016,
3,Yritysmuoto,Osakeyhtiö,07.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.01.2016,,
6,Viimeisin rekisteröintiajankohta,08.09.2022,08.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.01.2016,,
8,Yrityksen tila,Rekisterissä,07.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.04.2020,
11,Yhteystiedot,,07.03.2016,
12,Postiosoite,Ollilantie 10  90440  Kempele  Suomi,,
13,Käyntiosoite,Ollilantie 10  90440  Kempele  Suomi,,
14,Puhelin,0405407880,,
15,Sähköposti,sanna(a)kimpimaki.fi,,
