,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hälsoteket Ulf Södergård Ab,07.09.2015,
1,Y-tunnus,2705406-8,,
2,Kotipaikka,Luoto,07.09.2015,
3,Yritysmuoto,Osakeyhtiö,07.09.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,07.09.2015,,
6,Viimeisin rekisteröintiajankohta,10.06.2022,10.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.09.2015,,
8,Yrityksen tila,Rekisterissä,07.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.06.2020,
11,Yhteystiedot,,05.11.2021,
12,Postiosoite,c/o Teuvan apteekki  Porvarintie 21  64700  Teuva  Suomi,,
13,Käyntiosoite,c/o Teuvan apteekki  Porvarintie 21  64700  Teuva  Suomi,,
14,Puhelin,"050 3138690, 050 3138690",,
15,Sähköposti,ulf.sodergard(a)gmail.com,,
