,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Uudenmaan Pintakäsittely Oy,17.02.2016,
1,Y-tunnus,2734766-1,,
2,Kotipaikka,Helsinki,17.02.2016,
3,Yritysmuoto,Osakeyhtiö,17.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.02.2016,,
6,Lakkaamisajankohta,25.07.2019,25.07.2019,
7,Viimeisin rekisteröintiajankohta,31.08.2019,31.08.2019,
8,Yrityksen tiedot järjestelmässä alkaen,17.02.2016,,
9,Yrityksen tila,Lakannut,25.07.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
