,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,InstMan Oy,09.09.2015,
1,Y-tunnus,2706292-2,,
2,Kotipaikka,Tuusula,11.05.2018,
3,Yritysmuoto,Osakeyhtiö,09.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.09.2015,,
6,Viimeisin rekisteröintiajankohta,16.01.2023,16.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,09.09.2015,,
8,Yrityksen tila,Rekisterissä,09.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.06.2022,
11,Yhteystiedot,,21.05.2018,
12,Postiosoite,Jokelantie 289 C  05430  Nuppulinna  Suomi,,
13,Käyntiosoite,Jokelantie 289 C  05430  Nuppulinna  Suomi,,
14,Puhelin,0401657222,,
15,Sähköposti,mikko.lahteela(a)instman.fi,,
16,Www,http://www.instman.fi,,
