,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sisä-Savon Kotiapu Oy,11.05.2020,
1,Y-tunnus,2732719-3,,
2,Kotipaikka,Suonenjoki,31.12.2015,
3,Yritysmuoto,Osakeyhtiö,11.05.2020,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.12.2015,,
6,Viimeisin rekisteröintiajankohta,27.05.2023,27.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,31.12.2015,,
8,Yrityksen tila,Rekisterissä,31.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.05.2023,
11,Yhteystiedot,,06.05.2020,
12,Postiosoite,Jauhojärventie 14  77600  Suonenjoki  Suomi,,
13,Käyntiosoite,Jauhojärventie 14  77600  Suonenjoki  Suomi,,
14,Puhelin,0405304862,,
15,Sähköposti,Jaana.pellinen(a)pp.inet.fi,,
