,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KANGE OY,20.04.2015,
1,Y-tunnus,2681998-9,,
2,Kotipaikka,Vantaa,20.04.2015,
3,Yritysmuoto,Osakeyhtiö,20.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.04.2015,,
6,Viimeisin rekisteröintiajankohta,20.08.2022,20.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.04.2015,,
8,Yrityksen tila,Rekisterissä,20.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.12.2019,
11,Yhteystiedot,,17.03.2015,
12,Postiosoite,Teknobulevardi 3-5  01530  Vantaa  Suomi,,
13,Käyntiosoite,Teknobulevardi 3-5  01530  Vantaa  Suomi,,
14,Puhelin,"096949432, 0400584221",,
15,Sähköposti,ari.kangasniemi(a)mittakodit.fi,,
