,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuvitelma Productions Oy Ab,26.06.2015,
1,Y-tunnus,2696817-5,,
2,Kotipaikka,Helsinki,26.06.2015,
3,Yritysmuoto,Osakeyhtiö,26.06.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,26.06.2015,,
6,Viimeisin rekisteröintiajankohta,18.05.2022,18.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.06.2015,,
8,Yrityksen tila,Rekisterissä,26.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.04.2021,
11,Yhteystiedot,,23.05.2022,
12,Postiosoite,Räisälänkuja 2 C  02140  Espoo  Suomi,,
13,Käyntiosoite,Räisälänkuja 2 C  02140  Espoo  Suomi,,
14,Puhelin,0400724974,,
15,Sähköposti,palmgrenmia(a)gmail.com,,
16,Www,http://www.kuvitelma.com,,
