,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Juricon Oy,20.10.2015,
1,Y-tunnus,2713439-1,,
2,Kotipaikka,Kajaani,20.10.2015,
3,Yritysmuoto,Osakeyhtiö,20.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.10.2015,,
6,Viimeisin rekisteröintiajankohta,08.06.2022,08.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.10.2015,,
8,Yrityksen tila,Rekisterissä,20.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.08.2019,
11,Yhteystiedot,,31.03.2023,
12,Postiosoite,c/o Nygård Mauri  Kalevantie 18  89800  Suomussalmi Kk  Suomi,,
13,Käyntiosoite,c/o Nygård Mauri  Kalevantie 18  89800  Suomussalmi Kk  Suomi,,
14,Sähköposti,maunyg(a)live.fi,,
