,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Domus Hoivapalvelut Oy,05.06.2015,
1,Y-tunnus,2688243-5,,
2,Kotipaikka,Turku,05.06.2015,
3,Yritysmuoto,Osakeyhtiö,05.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.06.2015,,
6,Viimeisin rekisteröintiajankohta,28.01.2023,28.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,05.06.2015,,
8,Yrityksen tila,Rekisterissä,05.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.06.2020,
11,Yhteystiedot,,06.02.2018,
12,Postiosoite,c/o Nina Salo  Laivurinkatu 1 A 20  20810  Turku  Suomi,,
13,Käyntiosoite,c/o Salo  Laivurinkatu 1 A 20  20810  Turku  Suomi,,
14,Puhelin,040-7247761,,
15,Sähköposti,nina.salo1(a)gmail.com,,
