,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vaisaset Oy,15.10.2015,
1,Y-tunnus,2716769-5,,
2,Kotipaikka,Siilinjärvi,15.10.2015,
3,Yritysmuoto,Osakeyhtiö,15.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.10.2015,,
6,Viimeisin rekisteröintiajankohta,30.03.2023,30.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,15.10.2015,,
8,Yrityksen tila,Rekisterissä,15.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.03.2020,
11,Yhteystiedot,,09.10.2015,
12,Postiosoite,Mikonmäki 6  71800  Siilinjärvi  Suomi,,
13,Käyntiosoite,Mikonmäki 6  71800  Siilinjärvi  Suomi,,
14,Puhelin,0400 945771,,
15,Sähköposti,marko1vaisanen(a)gmail.com,,
16,Www,http://www.131abarth.com,,
