,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JM Timonen Invest Oy,13.05.2015,
1,Y-tunnus,2688530-2,,
2,Kotipaikka,Helsinki,13.05.2015,
3,Yritysmuoto,Osakeyhtiö,13.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.05.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.05.2015,,
8,Yrityksen tila,Rekisterissä,13.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,29.04.2015,
12,Postiosoite,c/o Jukka Timonen  Kaskenpolttajantie 27 A  00670  Helsinki  Suomi,,
13,Käyntiosoite,c/o Jukka Timonen  Kaskenpolttajantie 27 A  00670  Helsinki  Suomi,,
14,Puhelin,0405009045,,
15,Sähköposti,jukka68.timonen(a)gmail.com,,
