,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lemmikkihoitola PetsCamp Oy,17.07.2015,
1,Y-tunnus,2700960-3,,
2,Kotipaikka,Juuka,17.07.2015,
3,Yritysmuoto,Osakeyhtiö,17.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.07.2015,,
6,Viimeisin rekisteröintiajankohta,28.01.2020,28.01.2020,
7,Yrityksen tiedot järjestelmässä alkaen,17.07.2015,,
8,Yrityksen tila,Rekisterissä,17.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,09.09.2020,
12,Postiosoite,Heikinkatu 3 as. 6  83500  Outokumpu  Suomi,,
13,Käyntiosoite,Heikinkatu 3 as. 6  83500  Outokumpu  Suomi,,
14,Puhelin,0449293814,,
15,Sähköposti,latenuu(a)gmail.com,,
