,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Quality Peak Oy,29.12.2016,
1,Y-tunnus,2732963-1,,
2,Kotipaikka,Tampere,29.12.2016,
3,Yritysmuoto,Osakeyhtiö,29.12.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.12.2016,,
6,Viimeisin rekisteröintiajankohta,05.06.2023,05.06.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.12.2016,,
8,Yrityksen tila,Rekisterissä,29.12.2016,
9,Yrityksen tilanne,Selvitystilassa,05.06.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,21.12.2015,
13,Postiosoite,c/o Juha Onnela  Saarikorventie 8b  33420  Tampere  Suomi,,
14,Käyntiosoite,c/o Juha Onnela  Saarikorventie 8b  33420  Tampere  Suomi,,
15,Puhelin,"0504440222, 0504440222",,
