,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Perpo8 Oy,10.06.2015,
1,Y-tunnus,2690781-5,,
2,Kotipaikka,Tornio,10.06.2015,
3,Yritysmuoto,Osakeyhtiö,10.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.06.2015,,
6,Viimeisin rekisteröintiajankohta,10.06.2022,10.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.06.2015,,
8,Yrityksen tila,Rekisterissä,10.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.04.2021,
11,Yhteystiedot,,09.04.2021,
12,Postiosoite,Kiskokatu 3 C 1  95420  Tornio  Suomi,,
13,Puhelin,045-110 6649,,
14,Sähköposti,petteri.pohjanen(a)fennia.fi,,
