,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Coulu Systems Oy,24.10.2016,
1,Y-tunnus,2734838-1,,
2,Kotipaikka,Oulainen,25.02.2019,
3,Yritysmuoto,Osakeyhtiö,19.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.02.2016,,
6,Viimeisin rekisteröintiajankohta,26.02.2022,26.02.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.02.2016,,
8,Yrityksen tila,Rekisterissä,19.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,26.09.2018,
12,Postiosoite,Oulaistenkatu 36 A  86300  Oulainen  Suomi,,
13,Käyntiosoite,Oulaistenkatu 36 A  86300  Oulainen  Suomi,,
14,Puhelin,"0443187100, 0443187100",,
15,Sähköposti,tornberglea(a)gmail.com,,
16,Www,http://www.leado.fi,,
