,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sorppa Invest Oy,03.09.2015,
1,Y-tunnus,2704737-8,,
2,Kotipaikka,Vantaa,03.09.2015,
3,Yritysmuoto,Osakeyhtiö,03.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.09.2015,,
6,Viimeisin rekisteröintiajankohta,14.04.2023,14.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.09.2015,,
8,Yrityksen tila,Rekisterissä,03.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.11.2022,
11,Yhteystiedot,,13.12.2020,
12,Postiosoite,c/o Antti Aho  Hinnonkuja 11 A  37500  Lempäälä  Suomi,,
