,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Toska Dentes Oy,11.08.2015,
1,Y-tunnus,2700002-7,,
2,Kotipaikka,Kuopio,11.08.2015,
3,Yritysmuoto,Osakeyhtiö,11.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.08.2015,,
6,Viimeisin rekisteröintiajankohta,21.06.2022,21.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.08.2015,,
8,Yrityksen tila,Rekisterissä,11.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.03.2020,
11,Yhteystiedot,,15.12.2022,
12,Postiosoite,c/o Toskala  Sinikankaari 1 B  73310  Tahkovuori  Suomi,,
13,Käyntiosoite,c/o Toskala  Sinikankaari 1 B  73310  Tahkovuori  Suomi,,
14,Puhelin,044 0577178,,
15,Sähköposti,jussi.toskala(a)nettilinja.fi,,
