,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hattulan silmä ja hammas Oy,27.03.2015,
1,Y-tunnus,2681531-2,,
2,Kotipaikka,Hattula,27.03.2015,
3,Yritysmuoto,Osakeyhtiö,27.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.03.2015,,
6,Lakkaamisajankohta,07.03.2023,07.03.2023,
7,Viimeisin rekisteröintiajankohta,07.03.2023,07.03.2023,
8,Yrityksen tiedot järjestelmässä alkaen,27.03.2015,,
9,Yrityksen tila,Lakannut,07.03.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
