,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,LeViteZer Oy,25.03.2015,
1,Y-tunnus,2682023-4,,
2,Kotipaikka,Espoo,25.03.2015,
3,Yritysmuoto,Osakeyhtiö,25.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.03.2015,,
6,Viimeisin rekisteröintiajankohta,04.05.2021,04.05.2021,
7,Yrityksen tiedot järjestelmässä alkaen,25.03.2015,,
8,Yrityksen tila,Rekisterissä,25.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,05.08.2022,
12,Postiosoite,c/o Kim Janson  Kauppiaankatu 5 A 27  00160  Helsinki  Suomi,,
13,Käyntiosoite,c/o Kim Janson  Kauppiaankatu 5 A 27  00160  Helsinki  Suomi,,
14,Puhelin,0405872673,,
15,Sähköposti,kim.janson(a)levitezer.com,,
16,Www,http://www.levitezer.com,,
