,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kukkakauppa Ruusunmarja Oy,12.11.2015,
1,Y-tunnus,2717905-5,,
2,Kotipaikka,Sodankylä,12.11.2015,
3,Yritysmuoto,Osakeyhtiö,12.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.11.2015,,
6,Viimeisin rekisteröintiajankohta,13.05.2022,13.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,12.11.2015,,
8,Yrityksen tila,Rekisterissä,12.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.06.2020,
11,Yhteystiedot,,14.10.2015,
12,Postiosoite,Jäämerentie 18  99600  Sodankylä  Suomi,,
13,Käyntiosoite,Jäämerentie 18  99600  Sodankylä  Suomi,,
14,Puhelin,0405644508,,
15,Sähköposti,annamaria.kuivila(a)hotmail.com,,
