,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JKsellings Oy,20.08.2015,
1,Y-tunnus,2705152-9,,
2,Kotipaikka,Tampere,20.08.2015,
3,Yritysmuoto,Osakeyhtiö,20.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.08.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2022,11.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.08.2015,,
8,Yrityksen tila,Rekisterissä,20.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,04.06.2022,
12,Postiosoite,Susihaudantie 2  21530  Paimio  Suomi,,
13,Puhelin,0442391452,,
14,Sähköposti,jussi.kanerva92(a)gmail.com,,
