,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Arkkitehtitoimisto Hannes Häkkinen Oy,22.01.2016,
1,Y-tunnus,2734558-6,,
2,Kotipaikka,Espoo,22.01.2016,
3,Yritysmuoto,Osakeyhtiö,22.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.01.2016,,
6,Viimeisin rekisteröintiajankohta,29.04.2023,29.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,22.01.2016,,
8,Yrityksen tila,Rekisterissä,22.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.03.2023,
11,Yhteystiedot,,19.06.2020,
12,Postiosoite,Vanha Hämeenkyläntie 25 A  00390  Helsinki  Suomi,,
13,Käyntiosoite,Vanha Hämeenkyläntie 25 A  00390  Helsinki  Suomi,,
14,Puhelin,"0503240065, 0503240065",,
15,Sähköposti,hannes.hakkinen(a)arkhh.fi,,
16,Www,http://www.arkhh.fi,,
