,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,HaNa Holding Oy,25.08.2020,
1,Y-tunnus,2700905-6,,
2,Kotipaikka,Hanko,08.05.2018,
3,Yritysmuoto,Osakeyhtiö,28.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.07.2015,,
6,Viimeisin rekisteröintiajankohta,12.07.2022,12.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.07.2015,,
8,Yrityksen tila,Rekisterissä,28.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.06.2020,
11,Yhteystiedot,,28.08.2020,
12,Postiosoite,Hemming Elfingin tie 10  10960  Hanko Pohjoinen  Suomi,,
13,Puhelin,"040 7255 961, 040 7255 961",,
14,Sähköposti,pmetsola(a)gmail.com,,
