,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MT Männistö Oy,10.09.2015,
1,Y-tunnus,2708412-8,,
2,Kotipaikka,Nakkila,10.09.2015,
3,Yritysmuoto,Osakeyhtiö,10.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.09.2015,,
6,Viimeisin rekisteröintiajankohta,15.03.2022,15.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.09.2015,,
8,Yrityksen tila,Rekisterissä,10.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.04.2020,
11,Yhteystiedot,,28.12.2016,
12,Postiosoite,Hormistontie 98  29250  Nakkila  Suomi,,
13,Puhelin,"0407668145, 0407668145",,
14,Sähköposti,mikko(a)mtmannisto.fi,,
15,Www,http://www.mtmannisto.fi,,
