,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Laineen Juhla- ja Pitopalvelu Oy,29.02.2016,
1,Y-tunnus,2726021-6,,
2,Kotipaikka,Helsinki,27.11.2015,
3,Yritysmuoto,Osakeyhtiö,27.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.11.2015,,
6,Lakkaamisajankohta,09.02.2021,09.02.2021,
7,Viimeisin rekisteröintiajankohta,09.02.2021,09.02.2021,
8,Yrityksen tiedot järjestelmässä alkaen,27.11.2015,,
9,Yrityksen tila,Lakannut,09.02.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
