,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,J-H Five Oy,08.01.2016,
1,Y-tunnus,2733618-8,,
2,Kotipaikka,Hyvinkää,08.01.2016,
3,Yritysmuoto,Osakeyhtiö,08.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.01.2016,,
6,Viimeisin rekisteröintiajankohta,24.06.2022,24.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.01.2016,,
8,Yrityksen tila,Rekisterissä,08.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.03.2020,
11,Yhteystiedot,,14.02.2022,
12,Postiosoite,c/o Jani Helttunen  Seittemänmiehenkatu 9 D 44  05800  Hyvinkää  Suomi,,
13,Käyntiosoite,c/o Jani Helttunen  Seittemänmiehenkatu 9 D 44  05800  Hyvinkää  Suomi,,
14,Puhelin,0192783330,,
15,Sähköposti,myynti(a)jhfive.fi,,
16,Www,http://www.jhfive.fi,,
