,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Life Technologies Finland Oy,14.12.2015,
1,Y-tunnus,2730946-2,,
2,Kotipaikka,Helsinki,14.12.2015,
3,Yritysmuoto,Osakeyhtiö,14.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.12.2015,,
6,Lakkaamisajankohta,31.03.2022,31.03.2022,
7,Viimeisin rekisteröintiajankohta,05.04.2023,05.04.2023,
8,Yrityksen tiedot järjestelmässä alkaen,14.12.2015,,
9,Yrityksen tila,Lakannut,31.03.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
