,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Wood Innovations Finland Oy,21.04.2015,
1,Y-tunnus,2684967-8,,
2,Kotipaikka,Lahti,19.04.2021,
3,Yritysmuoto,Osakeyhtiö,21.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.04.2015,,
6,Lakkaamisajankohta,04.01.2023,04.01.2023,
7,Viimeisin rekisteröintiajankohta,04.01.2023,04.01.2023,
8,Yrityksen tiedot järjestelmässä alkaen,21.04.2015,,
9,Yrityksen tila,Lakannut,04.01.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
