,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Our Business Finland Oy,19.01.2016,
1,Y-tunnus,2734659-7,,
2,Kotipaikka,Turku,19.01.2016,
3,Yritysmuoto,Osakeyhtiö,19.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.01.2016,,
6,Viimeisin rekisteröintiajankohta,30.05.2023,30.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,19.01.2016,,
8,Yrityksen tila,Rekisterissä,19.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.08.2022,
11,Yhteystiedot,,01.06.2022,
12,Postiosoite,c/o Leminen  Österbyntie 44  10620  Tammisaari  Suomi,,
13,Puhelin,0503078766,,
14,Sähköposti,ourbusinessfinlandoy(a)gmail.com,,
