,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MU Kuljetus Oy,06.04.2016,
1,Y-tunnus,2698638-1,,
2,Kotipaikka,Karijoki,21.07.2015,
3,Yritysmuoto,Osakeyhtiö,21.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.07.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.07.2015,,
8,Yrityksen tila,Rekisterissä,21.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,23.03.2016,
12,Postiosoite,Kristiinantie 20  64350  Karijoki  Suomi,,
13,Käyntiosoite,Kristiinantie 20  64350  Karijoki  Suomi,,
14,Puhelin,0400362832,,
15,Sähköposti,kuljetus.uusitalo(a)gmail.com,,
