,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sinisointu Oy,28.10.2015,
1,Y-tunnus,2697151-8,,
2,Kotipaikka,Tuusula,28.10.2015,
3,Yritysmuoto,Osakeyhtiö,28.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.10.2015,,
6,Viimeisin rekisteröintiajankohta,10.06.2022,10.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.10.2015,,
8,Yrityksen tila,Rekisterissä,28.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.07.2019,
11,Yhteystiedot,,08.02.2023,
12,Postiosoite,c/o Seere  Peuratie 6 A  01450  Vantaa  Suomi,,
13,Puhelin,0505086103,,
14,Sähköposti,daniel.seere(a)govac.net,,
