,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,NL-Automaalaus & Peltikorjaus Oy,20.01.2015,
1,Y-tunnus,2664483-2,,
2,Kotipaikka,Joensuu,20.01.2015,
3,Yritysmuoto,Osakeyhtiö,20.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.01.2015,,
6,Viimeisin rekisteröintiajankohta,05.04.2022,05.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.01.2015,,
8,Yrityksen tila,Rekisterissä,20.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,01.10.2019,
12,Postiosoite,Litmaniementie 1377 B  71360  Litmaniemi  Suomi,,
13,Käyntiosoite,Litmaniementie 1377 B  71360  Litmaniemi  Suomi,,
14,Puhelin,044 5565728,,
15,Sähköposti,ninnu.liimatainen(a)hotmail.com,,
