,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Porvoon Kivi Oy,31.07.2015,
1,Y-tunnus,2700395-7,,
2,Kotipaikka,Porvoo,31.07.2015,
3,Yritysmuoto,Osakeyhtiö,31.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.07.2015,,
6,Viimeisin rekisteröintiajankohta,24.03.2022,24.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.07.2015,,
8,Yrityksen tila,Rekisterissä,31.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,02.03.2021,
12,Postiosoite,c/o Mika Rimminen  Tapani Löfvingin katu 10-14 D 29  06100  Porvoo  Suomi,,
13,Käyntiosoite,Jakarintie 445  07320  Jakari  Suomi,,
14,Puhelin,"0442391520, 044-2391520",,
15,Sähköposti,mika.rimminen(a)porvoonkivi.fi,,
16,Www,http://www.porvoonkivi.fi,,
