,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Farage Oy,15.04.2020,
1,Y-tunnus,2733555-6,,
2,Kotipaikka,Helsinki,18.01.2016,
3,Yritysmuoto,Osakeyhtiö,18.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.01.2016,,
6,Viimeisin rekisteröintiajankohta,07.07.2022,07.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.01.2016,,
8,Yrityksen tila,Rekisterissä,18.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.07.2022,
11,Yhteystiedot,,15.11.2021,
12,Postiosoite,Lönnrotinkatu 5  00100  Helsinki  Suomi,,
13,Puhelin,"0503262552, 0503262552",,
