,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kukkoman Oy,13.03.2015,
1,Y-tunnus,2679770-8,,
2,Kotipaikka,Espoo,13.03.2015,
3,Yritysmuoto,Osakeyhtiö,13.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.03.2015,,
6,Viimeisin rekisteröintiajankohta,05.10.2019,05.10.2019,
7,Yrityksen tiedot järjestelmässä alkaen,13.03.2015,,
8,Yrityksen tila,Rekisterissä,13.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,19.07.2019,
12,Postiosoite,c/o Santos  Piispanpiha 3 E 57  02200  Espoo  Suomi,,
13,Käyntiosoite,c/o Santos  Piispanpiha 3 E 57  02200  Espoo  Suomi,,
14,Puhelin,+358 46 55 24444,,
15,Sähköposti,tmpsantos(a)gmail.com,,
