,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,VKG Prime Oy,13.04.2015,
1,Y-tunnus,2683056-3,,
2,Kotipaikka,Järvenpää,13.04.2015,
3,Yritysmuoto,Osakeyhtiö,13.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.04.2015,,
6,Viimeisin rekisteröintiajankohta,24.05.2022,24.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.04.2015,,
8,Yrityksen tila,Rekisterissä,13.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.05.2022,
11,Yhteystiedot,,24.03.2015,
12,Postiosoite,Metsätie 14 B  04400  Järvenpää  Suomi,,
13,Käyntiosoite,Metsätie 14 B  04400  Järvenpää  Suomi,,
14,Puhelin,"0505949695, 0505949695",,
15,Sähköposti,juha-pekka.niemela(a)vkglobal.fi,,
