,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hypofeel Oy Ab,29.05.2015,
1,Y-tunnus,2692383-1,,
2,Kotipaikka,Kokkola,29.05.2015,
3,Yritysmuoto,Osakeyhtiö,29.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.05.2015,,
6,Viimeisin rekisteröintiajankohta,27.07.2022,27.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.05.2015,,
8,Yrityksen tila,Rekisterissä,29.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.11.2020,
11,Yhteystiedot,,22.10.2020,
12,Postiosoite,Rytimäentie 9 as. 3  67400  Kokkola  Suomi,,
13,Puhelin,0443511030,,
14,Sähköposti,hypofeel(a)gmail.com,,
