,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Global Call Center Services Finland Oy,25.11.2015,
1,Y-tunnus,2724880-7,,
2,Kotipaikka,Pori,25.11.2015,
3,Yritysmuoto,Osakeyhtiö,25.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.11.2015,,
6,Viimeisin rekisteröintiajankohta,31.03.2022,31.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.11.2015,,
8,Yrityksen tila,Rekisterissä,25.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.02.2021,
11,Yhteystiedot,,10.12.2018,
12,Postiosoite,Antinkatu 2  28100  Pori  Suomi,,
13,Käyntiosoite,Eteläranta 4  28100  Pori  Suomi,,
14,Puhelin,"044-5880159, 044-7880129",,
15,Sähköposti,tiina.huhtala(a)norcall.fi,,
16,Www,http://www.norcall.fi,,
