,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Miralix Oy,08.02.2016,
1,Y-tunnus,2736918-2,,
2,Kotipaikka,Jämsä,08.02.2016,
3,Yritysmuoto,Osakeyhtiö,08.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.02.2016,,
6,Viimeisin rekisteröintiajankohta,03.05.2023,03.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.02.2016,,
8,Yrityksen tila,Rekisterissä,08.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.12.2019,
11,Yhteystiedot,,10.06.2022,
12,Postiosoite,c/o Raija Stoor  Telakkakatu 14 C 43  00150  Helsinki  Suomi,,
