,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sanoi Oy,07.12.2015,
1,Y-tunnus,2726693-3,,
2,Kotipaikka,Helsinki,07.12.2015,
3,Yritysmuoto,Osakeyhtiö,07.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.12.2015,,
6,Viimeisin rekisteröintiajankohta,12.04.2023,12.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,07.12.2015,,
8,Yrityksen tila,Rekisterissä,07.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.02.2021,
11,Yhteystiedot,,24.11.2015,
12,Postiosoite,Vironkatu 6 A 17  00170  Helsinki  Suomi,,
13,Käyntiosoite,Vironkatu 6 A 17  00170  Helsinki  Suomi,,
14,Puhelin,+358400702527,,
15,Sähköposti,leenipeltonen(a)gmail.com,,
16,Www,http://www.sanoi.fi,,
