,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Antti Kuusimäki Asianajotoimisto Oy,13.10.2015,
1,Y-tunnus,2716975-4,,
2,Kotipaikka,Helsinki,13.10.2015,
3,Yritysmuoto,Osakeyhtiö,13.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.10.2015,,
6,Viimeisin rekisteröintiajankohta,23.06.2022,23.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.10.2015,,
8,Yrityksen tila,Rekisterissä,13.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.07.2019,
11,Yhteystiedot,,01.04.2016,
12,Postiosoite,Eteläesplanadi 2  00130  Helsinki  Suomi,,
13,Käyntiosoite,Eteläesplanadi 2  00130  Helsinki  Suomi,,
14,Sähköposti,ak(a)anttikuusimaki.fi,,
