,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Baari viides linja Oy,02.03.2015,
1,Y-tunnus,2673341-3,,
2,Kotipaikka,Helsinki,02.03.2015,
3,Yritysmuoto,Osakeyhtiö,02.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.03.2015,,
6,Viimeisin rekisteröintiajankohta,11.08.2022,11.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.03.2015,,
8,Yrityksen tila,Rekisterissä,02.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.06.2022,
11,Yhteystiedot,,17.02.2020,
12,Postiosoite,Kivikonkaari 40 C 44  00940  Helsinki  Suomi,,
13,Käyntiosoite,Kivikonkaari 40 C 44  00940  Helsinki  Suomi,,
14,Puhelin,"0400279631, 0400279631",,
15,Sähköposti,rupafin(a)windowslive.com,,
