,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Asante Oy,22.01.2016,
1,Y-tunnus,2736931-8,,
2,Kotipaikka,Vaasa,22.01.2016,
3,Yritysmuoto,Osakeyhtiö,22.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.01.2016,,
6,Viimeisin rekisteröintiajankohta,13.02.2023,13.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,22.01.2016,,
8,Yrityksen tila,Rekisterissä,22.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.06.2020,
11,Yhteystiedot,,20.01.2016,
12,Postiosoite,c/o Marjo Pylkkä  Käpypolku 6  65280  Vaasa  Suomi,,
13,Käyntiosoite,Palosaarentie 16  65200  Vaasa  Suomi,,
14,Puhelin,"020 771 6003, 040 5080108",,
15,Sähköposti,marjo.pylkka(a)hotmail.com,,
