,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiint. Oy Kivipoukama,31.07.2015,
1,Y-tunnus,2677896-1,,
2,Kotipaikka,Savonlinna,31.07.2015,
3,Yritysmuoto,Osakeyhtiö,31.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.07.2015,,
6,Viimeisin rekisteröintiajankohta,31.07.2015,31.07.2015,
7,Yrityksen tiedot järjestelmässä alkaen,31.07.2015,,
8,Yrityksen tila,Rekisterissä,31.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,11.03.2022,
12,Postiosoite,Loutinkatu 1 B  04400  Järvenpää  Suomi,,
13,Puhelin,040 7054996,,
14,Sähköposti,paivi(a)parru.fi,,
