,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MATKALINE OY,11.11.2020,
1,Y-tunnus,2727247-9,,
2,Kotipaikka,Tampere,21.12.2015,
3,Yritysmuoto,Osakeyhtiö,21.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.12.2015,,
6,Viimeisin rekisteröintiajankohta,20.05.2021,20.05.2021,
7,Yrityksen tiedot järjestelmässä alkaen,21.12.2015,,
8,Yrityksen tila,Rekisterissä,11.11.2020,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.11.2020,
11,Yhteystiedot,,17.06.2021,
12,Postiosoite,Takojankatu 15  33540  Tampere  Suomi,,
13,Käyntiosoite,Takojankatu 15  33540  Tampere  Suomi,,
14,Puhelin,0503851110,,
15,Sähköposti,ari.penttila(a)matkapojat.fi,,
