,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tiposa Oy,02.10.2015,
1,Y-tunnus,2714534-9,,
2,Kotipaikka,Helsinki,02.10.2015,
3,Yritysmuoto,Osakeyhtiö,02.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.10.2015,,
6,Viimeisin rekisteröintiajankohta,30.04.2022,30.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.10.2015,,
8,Yrityksen tila,Rekisterissä,02.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.03.2020,
11,Yhteystiedot,,29.09.2015,
12,Postiosoite,Kilterinrinne 8 A 3  01600  Vantaa  Suomi,,
13,Käyntiosoite,Kilterinrinne 8 A 3  01600  Vantaa  Suomi,,
14,Puhelin,040 5547072,,
15,Sähköposti,kalev201(a)gmail.com,,
