,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MaHIT Oy,19.08.2015,
1,Y-tunnus,2703681-2,,
2,Kotipaikka,Espoo,19.08.2015,
3,Yritysmuoto,Osakeyhtiö,19.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.08.2015,,
6,Viimeisin rekisteröintiajankohta,10.08.2022,10.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.08.2015,,
8,Yrityksen tila,Rekisterissä,19.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.07.2020,
11,Yhteystiedot,,06.02.2020,
12,Postiosoite,Pitkänsillanranta 5 A 20  00530  Helsinki  Suomi,,
13,Käyntiosoite,Pitkänsillanranta 5 A 20  00530  Helsinki  Suomi,,
14,Puhelin,+358505058527,,
15,Sähköposti,marko.hykkonen(a)kolumbus.fi,,
