,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tuoran Tupa ja Tarina Oy,21.10.2015,
1,Y-tunnus,2717117-6,,
2,Kotipaikka,Kannus,21.10.2015,
3,Yritysmuoto,Osakeyhtiö,21.10.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,21.10.2015,,
6,Viimeisin rekisteröintiajankohta,22.07.2022,22.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.10.2015,,
8,Yrityksen tila,Rekisterissä,21.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,12.10.2015,
12,Postiosoite,Varastotie 4  69100  Kannus  Suomi,,
13,Puhelin,0440-470613,,
14,Sähköposti,juha(a)tainio.fi,,
