,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jii Koo Partners Oy,30.06.2015,
1,Y-tunnus,2696724-4,,
2,Kotipaikka,Helsinki,30.06.2015,
3,Yritysmuoto,Osakeyhtiö,30.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.06.2015,,
6,Viimeisin rekisteröintiajankohta,28.03.2023,28.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,30.06.2015,,
8,Yrityksen tila,Rekisterissä,30.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.03.2023,
11,Yhteystiedot,,11.01.2023,
12,Postiosoite,Päivälänkatu 13 B 6  05830  Hyvinkää  Suomi,,
13,Käyntiosoite,Päivälänkatu 13 B 6  05830  Hyvinkää  Suomi,,
14,Puhelin,"0400-476819, 0400486093",,
