,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Päijät-Hämeen Apu ja Kuljetus Oy,28.09.2020,
1,Y-tunnus,2679231-7,,
2,Kotipaikka,Heinola,12.03.2015,
3,Yritysmuoto,Osakeyhtiö,12.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.03.2015,,
6,Lakkaamisajankohta,05.05.2021,05.05.2021,
7,Viimeisin rekisteröintiajankohta,05.05.2021,05.05.2021,
8,Yrityksen tiedot järjestelmässä alkaen,12.03.2015,,
9,Yrityksen tila,Lakannut,05.05.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
